Order, SmallGroup_ID, StructureDescription, CenterSize
864,4530,"(C3 x C3 x C3) : ((C2 x Q8) : C2)",2
864,4531,"C2 x (((C3 x C3) : C2) x (C3 : Q8))",4
864,4540,"C2 x (((C12 x C3) : C2) x S3)",4
864,4541,"C2 x (((C3 x C3) : C2) x D24)",4
864,4548,"(C3 x C3 x C3) : ((C2 x C2 x C2) : (C2 x C2))",2
864,4550,"D8 x ((C3 x C3) : C2) x S3",2
864,4560,"Q8 x ((C3 x C3) : C2) x S3",2
864,4640,"C2 x C2 x ((C3 x C3 x C3) : Q8)",8
864,4642,"C2 x C2 x ((C3 x C3 x C3) : D8)",8
864,4644,"C2 x (D8 x ((C3 x C3 x C3) : C2))",4
864,4647,"C2 x (Q8 x ((C3 x C3 x C3) : C2))",4
864,4651,"(C3 x C3 x C3) : ((C2 x C2 x C2) : (C2 x C2))",2
864,4652,"(C3 x C3 x C3) : ((C2 x Q8) : C2)",2
864,4673,"S3 x S3 x S4",1
864,4686,"C2 x (((S3 x S3) : C2) x S3)",2
864,4691,"C2 x (((C3 x C3) : C2) x S4)",2
864,4704,"C2 x C2 x S3 x S3 x S3",4
864,4718,"C2 x C2 x C2 x (((C3 x C3) : C2) x S3)",8
864,4724,"C2 x C2 x C2 x C2 x ((C3 x C3 x C3) : C2)",16
866,1,"D866",1
868,5,"D14 x D62",1
868,8,"D868",2
870,7,"D870",1
872,4,"C109 : Q8",2
872,6,"D872",2
872,13,"C2 x C2 x D218",4
874,3,"D874",1
876,11,"S3 x D146",1
876,17,"D876",2
878,1,"D878",1
880,93,"D880",2
880,94,"C5 : (C11 : Q16)",2
880,149,"(C5 : Q8) x D22",2
880,152,"D10 x (C11 : Q8)",2
880,160,"D40 x D22",2
880,161,"D10 x D88",2
880,196,"C2 x (C5 : (C11 : Q8))",4
880,198,"C2 x D440",4
880,200,"D8 x D110",2
880,202,"Q8 x D110",2
880,217,"C2 x C2 x D10 x D22",4
880,220,"C2 x C2 x C2 x D110",8
882,5,"D882",1
882,15,"(C3 x C3) : D98",1
882,32,"C9 : ((C7 x C7) : C2)",1
882,67,"(C3 x C3) : ((C7 x C7) : C2)",1
884,11,"D26 x D34",1
884,14,"D884",2
886,1,"D886",1
888,37,"C3 : (C37 : Q8)",2
888,39,"D888",2
888,54,"C2 x S3 x D74",2
888,60,"C2 x C2 x D222",4
890,3,"D890",1
892,3,"D892",2
894,3,"D894",1
896,5,"D896",2
896,7,"C7 : Q128",2
896,582,"C7 : ((((C4 x C4) : C2) : C2) : C2)",4
896,585,"C7 : (C8 : Q16)",4
896,1564,"C7 : (C16 : Q8)",4
896,1580,"C7 : (((C2 x D16) : C2) : C2)",4
896,1586,"C7 : (C4 : Q32)",4
896,1887,"C2 x D448",4
896,1890,"C2 x (C7 : Q64)",4
896,1895,"D64 x D14",2
896,1902,"Q64 x D14",2
896,5522,"C7 : ((C4 x C4) : Q8)",8
896,5529,"C7 : ((C2 x ((C4 x C4) : C2)) : C2)",8
896,10652,"C2 x (C7 : (C8 : Q8))",8
896,10676,"C2 x (C7 : (((C4 x C4) : C2) : C2))",8
896,10685,"C2 x (C7 : (C4 : Q16))",8
896,11643,"D8 x D112",4
896,11656,"D8 x (C7 : Q16)",4
896,11784,"D16 x (C7 : Q8)",4
896,11816,"D16 x D56",4
896,11916,"Q16 x (C7 : Q8)",4
896,11944,"Q16 x D56",4
896,12105,"C7 : (((C8 : (C2 x C2)) : C2) : C2)",2
896,12106,"C7 : ((((C2 x Q8) : C2) : C2) : C2)",2
896,12139,"Q8 x D112",4
896,12147,"(C7 : Q16) x Q8",4
896,12487,"(((C4 x C4) : C2) : C2) x D14",2
896,12508,"((C4 : Q8) : C2) x D14",2
896,12517,"(((C2 x C2 x C2 x C2) : C2) : C2) x D14",2
896,13992,"(((C4 x C4) : C2) : C2) x D14",4
896,14009,"(C4 : Q16) x D14",4
896,14148,"(C8 : Q8) x D14",4
896,14212,"C2 x C2 x D224",8
896,14215,"C2 x C2 x (C7 : Q32)",8
896,14224,"C7 : ((C2 x D32) : C2)",2
896,14226,"C7 : ((C2 x Q32) : C2)",2
896,14227,"C2 x D32 x D14",4
896,14236,"C2 x Q32 x D14",4
896,14242,"C7 : ((C2 x D32) : C2)",2
896,14244,"C7 : ((C2 x Q32) : C2)",2
896,17504,"C2 x C2 x (C7 : (C4 : Q8))",16
896,17512,"C2 x C2 x (C7 : ((C4 x C4) : C2))",16
896,17589,"C2 x (D8 x (C7 : Q8))",8
896,17612,"C2 x D8 x D56",8
896,17634,"C2 x ((C7 : Q8) x Q8)",8
896,17647,"C2 x Q8 x D56",8
896,17661,"C7 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
896,17662,"C7 : (((C4 : Q8) : C2) : C2)",4
896,17680,"C7 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
896,17749,"C2 x (((C2 x C2 x C2 x C2) : C2) x D14)",8
896,17856,"C7 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
896,17873,"C7 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2)",4
896,18025,"C2 x (((C4 x C4) : C2) x D14)",8
896,18040,"C2 x ((C4 : Q8) x D14)",8
896,18076,"C7 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
896,18077,"C7 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
896,18115,"C7 : (((C4 : Q8) : C2) : C2)",4
896,18453,"D8 x D8 x D14",4
896,18592,"Q8 x D8 x D14",4
896,18879,"Q8 x D14 x Q8",4
896,18982,"C2 x C2 x C2 x D112",16
896,18985,"C2 x C2 x C2 x (C7 : Q16)",16
896,18995,"C2 x (C7 : ((C2 x D16) : C2))",4
896,18998,"C2 x (C7 : ((C2 x Q16) : C2))",4
896,19003,"C2 x C2 x D16 x D14",8
896,19012,"C2 x C2 x Q16 x D14",8
896,19018,"C2 x (C7 : ((C2 x D16) : C2))",4
896,19020,"C2 x (C7 : ((C2 x Q16) : C2))",4
896,19036,"((C2 x D16) : C2) x D14",2
896,19043,"((C2 x Q16) : C2) x D14",2
896,19310,"C2 x C2 x C2 x C2 x (C7 : Q8)",32
896,19312,"C2 x C2 x C2 x C2 x D56",32
896,19315,"C2 x C2 x C2 x D8 x D14",16
896,19318,"C2 x C2 x C2 x Q8 x D14",16
896,19320,"C2 x C2 x (C7 : ((C2 x Q8) : C2))",8
896,19322,"C2 x C2 x (C7 : ((C2 x C2 x C2) : (C2 x C2)))",8
896,19325,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x D14)",4
896,19328,"C2 x (((C2 x Q8) : C2) x D14)",4
896,19330,"C7 : ((C2 x ((C2 x Q8) : C2)) : C2)",2
896,19332,"C7 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
896,19348,"C2 x C2 x C2 x C2 x C2 x C2 x D14",64
898,1,"D898",1
900,7,"D18 x D50",1
900,11,"D900",2
900,35,"((C3 x C3) : C2) x D50",1
900,37,"S3 x D150",1
900,44,"C2 x ((C3 x C3) : D50)",2
900,61,"((C5 x C5) : C2) x D18",1
900,62,"D10 x D90",1
900,71,"C2 x (C9 : ((C5 x C5) : C2))",2
900,129,"((C3 x C3) : C2) x ((C5 x C5) : C2)",1
900,130,"D10 x ((C15 x C3) : C2)",1
900,135,"S3 x (C3 : ((C5 x C5) : C2))",1
900,137,"D30 x D30",1
900,149,"C2 x ((C3 x C3) : ((C5 x C5) : C2))",2
902,3,"D902",1
904,4,"C113 : Q8",2
904,6,"D904",2
904,14,"C2 x C2 x D226",4
906,5,"D906",1
908,3,"D908",2
910,7,"D910",1
912,93,"D912",2
912,94,"C3 : (C19 : Q16)",2
912,136,"(C3 : Q8) x D38",2
912,139,"S3 x (C19 : Q8)",2
912,147,"D24 x D38",2
912,148,"S3 x D152",2
912,193,"C2 x (C3 : (C19 : Q8))",4
912,195,"C2 x D456",4
912,197,"D8 x D114",2
912,199,"Q8 x D114",2
912,207,"D38 x S4",1
912,213,"C2 x C2 x S3 x D38",4
912,221,"C2 x C2 x C2 x D114",8
914,1,"D914",1
916,4,"D916",2
918,3,"D918",1
918,18,"(C9 x C3) : D34",1
918,29,"(C3 x C3 x C3) : D34",1
920,24,"C5 : (C23 : Q8)",2
920,26,"D920",2
920,35,"C2 x D10 x D46",2
920,38,"C2 x C2 x D230",4
922,1,"D922",1
924,19,"D42 x D22",1
924,21,"D14 x D66",1
924,22,"S3 x D154",1
924,33,"D924",2
926,1,"D926",1
928,6,"D928",2
928,8,"C29 : Q32",2
928,90,"C29 : (C4 : Q8)",4
928,95,"C29 : ((C4 x C4) : C2)",4
928,124,"C2 x D464",4
928,126,"C2 x (C29 : Q16)",4
928,131,"D16 x D58",2
928,138,"Q16 x D58",2
928,212,"C2 x C2 x (C29 : Q8)",8
928,214,"C2 x C2 x D232",8
928,216,"C2 x D8 x D58",4
928,219,"C2 x Q8 x D58",4
928,223,"C29 : ((C2 x C2 x C2) : (C2 x C2))",2
928,224,"C29 : ((C2 x Q8) : C2)",2
928,234,"C2 x C2 x C2 x C2 x D58",16
930,17,"D930",1
932,4,"D932",2
934,1,"D934",1
936,37,"C9 : (C13 : Q8)",2
936,39,"D936",2
936,64,"C2 x D26 x D18",2
936,70,"C2 x C2 x D234",4
936,159,"(C3 x C3) : (C13 : Q8)",2
936,161,"(C3 x C3) : D104",2
936,189,"S3 x S3 x D26",1
936,210,"C2 x (((C3 x C3) : C2) x D26)",2
936,212,"C2 x S3 x D78",2
936,221,"C2 x C2 x ((C3 x C3) : D26)",4
938,3,"D938",1
940,7,"D10 x D94",1
940,10,"D940",2
942,5,"D942",1
944,6,"D944",2
944,7,"C59 : Q16",2
944,27,"C2 x (C59 : Q8)",4
944,29,"C2 x D472",4
944,31,"D8 x D118",2
944,33,"Q8 x D118",2
944,41,"C2 x C2 x C2 x D118",8
946,3,"D946",1
948,8,"S3 x D158",1
948,14,"D948",2
950,3,"D950",1
950,9,"(C5 x C5) : D38",1
952,24,"C7 : (C17 : Q8)",2
952,26,"D952",2
952,38,"C2 x D14 x D34",2
952,41,"C2 x C2 x D238",4
954,3,"D954",1
954,9,"(C3 x C3) : D106",1
956,3,"D956",2
958,1,"D958",1
960,464,"D960",2
960,466,"C3 : (C5 : Q64)",2
960,1009,"D96 x D10",2
960,1013,"S3 x D160",2
960,1021,"(C3 : Q32) x D10",2
960,1024,"S3 x (C5 : Q32)",2
960,4978,"C3 : (C5 : (C8 : Q8))",4
960,4991,"C3 : (C5 : ((C2 x D16) : C2))",4
960,4995,"C3 : (C5 : (C4 : Q16))",4
960,5198,"C2 x D480",4
960,5201,"C2 x (C3 : (C5 : Q32))",4
960,5206,"D32 x D30",2
960,5213,"Q32 x D30",2
960,6670,"(C3 : Q8) x (C5 : Q8)",4
960,6724,"(C3 : (C4 : Q8)) x D10",4
960,6729,"D24 x (C5 : Q8)",4
960,6735,"(C3 : Q8) x D40",4
960,6742,"S3 x (C5 : (C4 : Q8))",4
960,6926,"(C3 : ((C4 x C4) : C2)) x D10",4
960,6930,"D24 x D40",4
960,6936,"S3 x (C5 : ((C4 x C4) : C2))",4
960,8150,"C2 x D48 x D10",4
960,8158,"C3 : (C5 : ((C2 x D16) : C2))",2
960,8160,"C2 x S3 x D80",4
960,8168,"C3 : (C5 : ((C2 x D16) : C2))",2
960,8179,"C2 x ((C3 : Q16) x D10)",4
960,8183,"C3 : (C5 : ((C2 x Q16) : C2))",2
960,8184,"C2 x (S3 x (C5 : Q16))",4
960,8198,"C3 : (C5 : (((C8 x C2) : C2) : C2))",2
960,8239,"D16 x S3 x D10",2
960,8291,"Q16 x S3 x D10",2
960,10422,"C2 x (C3 : (C5 : (C4 : Q8)))",8
960,10429,"C2 x (C3 : (C5 : ((C4 x C4) : C2)))",8
960,10491,"D8 x (C3 : (C5 : Q8))",4
960,10503,"D8 x D120",4
960,10520,"Q8 x (C3 : (C5 : Q8))",4
960,10529,"Q8 x D120",4
960,10542,"((C2 x C2 x C2 x C2) : C2) x D30",4
960,10668,"((C4 x C4) : C2) x D30",4
960,10677,"(C4 : Q8) x D30",4
960,10694,"C2 x C2 x D240",8
960,10696,"C2 x C2 x (C3 : (C5 : Q16))",8
960,10706,"C3 : (C5 : ((C2 x D16) : C2))",2
960,10707,"C3 : (C5 : (((C8 x C2) : C2) : C2))",2
960,10708,"C2 x D16 x D30",4
960,10717,"C2 x Q16 x D30",4
960,10723,"C3 : (C5 : (((C2 x C2 x C2) : (C2 x C2)) : C2))",2
960,10725,"C3 : (C5 : (((C2 x Q8) : C2) : C2))",2
960,10940,"(C5 : Q8) x S4",2
960,10952,"D40 x S4",2
960,10972,"D10 x ((C2 . S4 = SL(2;3) . C2) : C2)",2
960,10979,"D10 x ((((C4 x C2) : C2) : C3) : C2)",2
960,11194,"C2 x C2 x ((C3 : Q8) x D10)",8
960,11198,"C2 x (C3 : (C5 : ((C2 x Q8) : C2)))",4
960,11199,"C2 x C2 x (S3 x (C5 : Q8))",8
960,11208,"C2 x C2 x D24 x D10",8
960,11209,"C2 x C2 x S3 x D40",8
960,11216,"C2 x (C3 : (C5 : ((C2 x C2 x C2) : (C2 x C2))))",4
960,11219,"C2 x D8 x S3 x D10",4
960,11235,"C2 x Q8 x S3 x D10",4
960,11247,"(C3 : ((C2 x C2 x C2) : (C2 x C2))) x D10",2
960,11248,"S3 x (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
960,11250,"(C3 : ((C2 x Q8) : C2)) x D10",2
960,11251,"S3 x (C5 : ((C2 x Q8) : C2))",2
960,11328,"C2 x C2 x C2 x (C3 : (C5 : Q8))",16
960,11330,"C2 x C2 x C2 x D120",16
960,11332,"C2 x C2 x D8 x D30",8
960,11335,"C2 x C2 x Q8 x D30",8
960,11339,"C2 x (C3 : (C5 : ((C2 x C2 x C2) : (C2 x C2))))",4
960,11340,"C2 x (C3 : (C5 : ((C2 x Q8) : C2)))",4
960,11342,"((C2 x C2 x C2) : (C2 x C2)) x D30",2
960,11344,"((C2 x Q8) : C2) x D30",2
960,11364,"S3 x (((C2 x C2 x C2 x C2) : C5) : C2)",1
960,11372,"C2 x C2 x D10 x S4",4
960,11387,"C2 x C2 x C2 x C2 x S3 x D10",16
960,11393,"C2 x C2 x C2 x C2 x C2 x D30",32
962,3,"D962",1
964,4,"D964",2
966,11,"D966",1
968,3,"C121 : Q8",2
968,5,"D968",2
968,11,"C2 x C2 x D242",4
968,27,"(C11 x C11) : Q8",2
968,29,"(C11 x C11) : D8",2
968,39,"C2 x D22 x D22",2
968,41,"C2 x C2 x ((C11 x C11) : C2)",4
970,3,"D970",1
972,4,"D972",2
972,106,"D18 x D54",1
972,114,"S3 x D162",1
972,234,"C2 x ((C27 x C9) : C2)",2
972,244,"C2 x ((C81 x C3) : C2)",2
972,448,"D18 x ((C9 x C3) : C2)",1
972,449,"S3 x ((C9 x C9) : C2)",1
972,457,"((C3 x C3) : C2) x D54",1
972,458,"S3 x ((C27 x C3) : C2)",1
972,681,"C2 x ((C9 x C9 x C3) : C2)",2
972,685,"C2 x ((C27 x C3 x C3) : C2)",2
972,804,"((C3 x C3 x C3) : C2) x D18",1
972,805,"S3 x ((C9 x C3 x C3) : C2)",1
972,808,"((C3 x C3) : C2) x ((C9 x C3) : C2)",1
972,862,"C2 x ((C9 x C3 x C3 x C3) : C2)",2
972,890,"((C3 x C3 x C3 x C3) : C2) x S3",1
972,891,"((C3 x C3 x C3) : C2) x ((C3 x C3) : C2)",1
972,899,"C2 x ((C3 x C3 x C3 x C3 x C3) : C2)",2
974,1,"D974",1
976,7,"D976",2
976,8,"C61 : Q16",2
976,35,"C2 x (C61 : Q8)",4
976,37,"C2 x D488",4
976,39,"D8 x D122",2
976,41,"Q8 x D122",2
976,50,"C2 x C2 x C2 x D122",8
978,5,"D978",1
980,7,"D10 x D98",1
980,10,"D980",2
980,26,"D10 x ((C7 x C7) : C2)",1
980,27,"D14 x D70",1
980,33,"C2 x (C5 : ((C7 x C7) : C2))",2
982,1,"D982",1
984,25,"C3 : (C41 : Q8)",2
984,27,"D984",2
984,41,"C2 x S3 x D82",2
984,45,"C2 x C2 x D246",4
986,3,"D986",1
988,7,"D26 x D38",1
988,10,"D988",2
990,11,"D990",1
990,29,"(C3 x C3) : D110",1
992,5,"D992",2
992,7,"C31 : Q32",2
992,64,"C31 : (C4 : Q8)",4
992,69,"C31 : ((C4 x C4) : C2)",4
992,98,"C2 x D496",4
992,100,"C2 x (C31 : Q16)",4
992,105,"D16 x D62",2
992,112,"Q16 x D62",2
992,173,"C2 x C2 x (C31 : Q8)",8
992,175,"C2 x C2 x D248",8
992,177,"C2 x D8 x D62",4
992,180,"C2 x Q8 x D62",4
992,184,"C31 : ((C2 x C2 x C2) : (C2 x C2))",2
992,185,"C31 : ((C2 x Q8) : C2)",2
992,195,"C2 x C2 x C2 x C2 x D62",16
994,5,"D994",1
996,5,"S3 x D166",1
996,9,"D996",2
998,1,"D998",1
1000,4,"C125 : Q8",2
1000,6,"D1000",2
1000,13,"C2 x C2 x D250",4
1000,67,"(C25 x C5) : Q8",2
1000,69,"(C25 x C5) : D8",2
1000,105,"C2 x D10 x D50",2
1000,111,"C2 x C2 x ((C25 x C5) : C2)",4
1000,154,"(C5 x C5 x C5) : Q8",2
1000,156,"(C5 x C5 x C5) : D8",2
1000,183,"D10 x D10 x D10",1
1000,194,"C2 x (((C5 x C5) : C2) x D10)",2
1000,198,"C2 x C2 x ((C5 x C5 x C5) : C2)",4
1002,3,"D1002",1
1004,3,"D1004",2
1006,1,"D1006",1
1008,90,"C9 : (C7 : Q16)",2
1008,94,"D1008",2
1008,146,"(C7 : Q8) x D18",2
1008,150,"D14 x (C9 : Q8)",2
1008,157,"D14 x D72",2
1008,158,"D56 x D18",2
1008,203,"C2 x (C9 : (C7 : Q8))",4
1008,205,"C2 x D504",4
1008,207,"D8 x D126",2
1008,209,"Q8 x D126",2
1008,477,"(C3 x C3) : D112",2
1008,478,"(C3 x C3) : (C7 : Q16)",2
1008,507,"C2 x C2 x D14 x D18",4
1008,515,"C2 x C2 x C2 x D126",8
1008,726,"((C3 x C3) : Q8) x D14",2
1008,729,"((C3 x C3) : C2) x (C7 : Q8)",2
1008,737,"((C12 x C3) : C2) x D14",2
1008,738,"((C3 x C3) : C2) x D56",2
1008,771,"(C3 : Q8) x D42",2
1008,774,"S3 x (C3 : (C7 : Q8))",2
1008,782,"D24 x D42",2
1008,783,"S3 x D168",2
1008,866,"C2 x ((C3 x C3) : (C7 : Q8))",4
1008,868,"C2 x ((C3 x C3) : D56)",4
1008,870,"D8 x ((C3 x C3) : D14)",2
1008,872,"Q8 x ((C3 x C3) : D14)",2
1008,896,"((S3 x S3) : C2) x D14",1
1008,904,"D42 x S4",1
1008,922,"C2 x S3 x S3 x D14",2
1008,940,"C2 x C2 x (((C3 x C3) : C2) x D14)",4
1008,942,"C2 x C2 x S3 x D42",4
1008,953,"C2 x C2 x C2 x ((C3 x C3) : D14)",8
1010,5,"D1010",1
1012,9,"D22 x D46",1
1012,12,"D1012",2
1014,5,"D1014",1
1014,22,"C3 : ((C13 x C13) : C2)",1
1016,10,"D1016",2
1016,11,"C127 : Q8",2
1016,12,"C2 x C2 x D254",4
1018,1,"D1018",1
1020,24,"D30 x D34",1
1020,26,"D10 x D102",1
1020,27,"S3 x D170",1
1020,36,"D1020",2
1022,3,"D1022",1
1026,5,"D1026",1
1026,44,"(C9 x C3) : D38",1
1026,65,"(C3 x C3 x C3) : D38",1
1028,4,"D1028",2
1030,3,"D1030",1
1032,34,"C3 : (C43 : Q8)",2
1032,36,"D1032",2
1032,47,"C2 x S3 x D86",2
1032,53,"C2 x C2 x D258",4
1034,3,"D1034",1
1036,7,"D14 x D74",1
1036,10,"D1036",2
1038,3,"D1038",1
1040,71,"D1040",2
1040,72,"C5 : (C13 : Q16)",2
1040,155,"(C5 : Q8) x D26",2
1040,158,"D10 x (C13 : Q8)",2
1040,166,"D40 x D26",2
1040,167,"D10 x D104",2
1040,202,"C2 x (C5 : (C13 : Q8))",4
1040,204,"C2 x D520",4
1040,206,"D8 x D130",2
1040,208,"Q8 x D130",2
1040,227,"C2 x C2 x D10 x D26",4
1040,230,"C2 x C2 x C2 x D130",8
1042,1,"D1042",1
1044,7,"D58 x D18",1
1044,11,"D1044",2
1044,26,"((C3 x C3) : C2) x D58",1
1044,28,"S3 x D174",1
1044,35,"C2 x ((C3 x C3) : D58)",2
1046,1,"D1046",1
1048,10,"D1048",2
1048,11,"C131 : Q8",2
1048,12,"C2 x C2 x D262",4
1050,11,"D1050",1
1050,39,"C3 : ((C5 x C5) : D14)",1
1052,3,"D1052",2
1054,3,"D1054",1
1056,158,"D1056",2
1056,159,"C3 : (C11 : Q32)",2
1056,235,"D48 x D22",2
1056,240,"S3 x D176",2
1056,246,"(C3 : Q16) x D22",2
1056,249,"S3 x (C11 : Q16)",2
1056,745,"C3 : (C11 : (C4 : Q8))",4
1056,750,"C3 : (C11 : ((C4 x C4) : C2))",4
1056,779,"C2 x D528",4
1056,781,"C2 x (C3 : (C11 : Q16))",4
1056,786,"D16 x D66",2
1056,793,"Q16 x D66",2
1056,902,"C2 x ((C3 : Q8) x D22)",4
1056,906,"C3 : (C11 : ((C2 x Q8) : C2))",2
1056,907,"C2 x (S3 x (C11 : Q8))",4
1056,916,"C2 x D24 x D22",4
1056,917,"C2 x S3 x D88",4
1056,924,"C3 : (C11 : ((C2 x C2 x C2) : (C2 x C2)))",2
1056,926,"D8 x S3 x D22",2
1056,936,"Q8 x S3 x D22",2
1056,994,"C2 x C2 x (C3 : (C11 : Q8))",8
1056,996,"C2 x C2 x D264",8
1056,998,"C2 x D8 x D66",4
1056,1001,"C2 x Q8 x D66",4
1056,1005,"C3 : (C11 : ((C2 x C2 x C2) : (C2 x C2)))",2
1056,1006,"C3 : (C11 : ((C2 x Q8) : C2))",2
1056,1015,"C2 x D22 x S4",2
1056,1022,"C2 x C2 x C2 x S3 x D22",8
1056,1027,"C2 x C2 x C2 x C2 x D66",16
1058,1,"D1058",1
1058,4,"(C23 x C23) : C2",1
1060,11,"D10 x D106",1
1060,14,"D1060",2
1062,3,"D1062",1
1062,9,"(C3 x C3) : D118",1
1064,22,"C7 : (C19 : Q8)",2
1064,24,"D1064",2
1064,31,"C2 x D14 x D38",2
1064,34,"C2 x C2 x D266",4
1066,3,"D1066",1
1068,7,"S3 x D178",1
1068,11,"D1068",2
1070,3,"D1070",1
1072,26,"D1072",2
1072,31,"C67 : Q16",2
1072,34,"D8 x D134",2
1072,36,"C2 x D536",4
1072,37,"Q8 x D134",2
1072,38,"C2 x (C67 : Q8)",4
1072,42,"C2 x C2 x C2 x D134",8
1074,3,"D1074",1
1076,4,"D1076",2
1078,3,"D1078",1
1078,9,"(C7 x C7) : D22",1
1080,25,"C27 : (C5 : Q8)",2
1080,27,"D1080",2
1080,57,"C2 x D10 x D54",2
1080,61,"C2 x C2 x D270",4
1080,233,"(C9 x C3) : (C5 : Q8)",2
1080,235,"(C9 x C3) : D40",2
1080,286,"S3 x D10 x D18",1
1080,331,"C2 x (D10 x ((C9 x C3) : C2))",2
1080,335,"C2 x S3 x D90",2
1080,336,"C2 x D30 x D18",2
1080,358,"C2 x C2 x ((C9 x C3) : D10)",4
1080,479,"(C3 x C3 x C3) : (C5 : Q8)",2
1080,481,"(C3 x C3 x C3) : D40",2
1080,536,"((C3 x C3) : C2) x S3 x D10",1
1080,539,"S3 x S3 x D30",1
1080,568,"C2 x (((C3 x C3 x C3) : C2) x D10)",2
1080,570,"C2 x (((C3 x C3) : C2) x D30)",2
1080,571,"C2 x (S3 x ((C15 x C3) : C2))",2
1080,582,"C2 x C2 x ((C3 x C3 x C3) : D10)",4
1082,1,"D1082",1
1084,3,"D1084",2
1086,5,"D1086",1
1088,385,"D1088",2
1088,390,"C17 : Q64",2
1088,926,"C17 : (((C4 x C4) : C2) : C2)",4
1088,929,"C17 : (C4 : Q16)",4
1088,954,"C17 : (C8 : Q8)",4
1088,968,"D32 x D34",2
1088,970,"C2 x D544",4
1088,975,"Q32 x D34",2
1088,977,"C2 x (C17 : Q32)",4
1088,1033,"((C2 x C2 x C2 x C2) : C2) x D34",4
1088,1087,"((C4 x C4) : C2) x D34",4
1088,1089,"C2 x (C17 : ((C4 x C4) : C2))",8
1088,1090,"(C4 : Q8) x D34",4
1088,1093,"C2 x (C17 : (C4 : Q8))",8
1088,1185,"D8 x D136",4
1088,1215,"D8 x (C17 : Q8)",4
1088,1216,"Q8 x D136",4
1088,1280,"Q8 x (C17 : Q8)",4
1088,1317,"C2 x D16 x D34",4
1088,1319,"C2 x C2 x D272",8
1088,1324,"C2 x Q16 x D34",4
1088,1326,"C2 x C2 x (C17 : Q16)",8
1088,1351,"C17 : ((C2 x D16) : C2)",2
1088,1354,"C17 : ((C2 x D16) : C2)",2
1088,1363,"C17 : ((C2 x Q16) : C2)",2
1088,1366,"C17 : ((C2 x Q16) : C2)",2
1088,1369,"C2 x C2 x D8 x D34",8
1088,1371,"C2 x C2 x C2 x D136",16
1088,1372,"C2 x C2 x Q8 x D34",8
1088,1373,"C2 x C2 x C2 x (C17 : Q8)",16
1088,1378,"((C2 x C2 x C2) : (C2 x C2)) x D34",2
1088,1380,"C2 x (C17 : ((C2 x C2 x C2) : (C2 x C2)))",4
1088,1381,"((C2 x Q8) : C2) x D34",2
1088,1382,"C2 x (C17 : ((C2 x Q8) : C2))",4
1088,1387,"C2 x C2 x C2 x C2 x C2 x D34",32
1090,3,"D1090",1
1092,56,"D42 x D26",1
1092,58,"D14 x D78",1
1092,59,"S3 x D182",1
1092,76,"D1092",2
1094,1,"D1094",1
1096,10,"D1096",2
1096,11,"C137 : Q8",2
1096,12,"C2 x C2 x D274",4
1098,5,"D1098",1
1098,15,"(C3 x C3) : D122",1
1100,11,"D22 x D50",1
1100,14,"D1100",2
1100,42,"((C5 x C5) : C2) x D22",1
1100,44,"D10 x D110",1
1100,50,"C2 x ((C5 x C5) : D22)",2
1102,3,"D1102",1
1104,66,"D1104",2
1104,67,"C3 : (C23 : Q16)",2
1104,96,"(C3 : Q8) x D46",2
1104,99,"S3 x (C23 : Q8)",2
1104,107,"D24 x D46",2
1104,108,"S3 x D184",2
1104,146,"C2 x (C3 : (C23 : Q8))",4
1104,148,"C2 x D552",4
1104,150,"D8 x D138",2
1104,152,"Q8 x D138",2
1104,160,"D46 x S4",1
1104,164,"C2 x C2 x S3 x D46",4
1104,169,"C2 x C2 x C2 x D138",8
1106,3,"D1106",1
1108,4,"D1108",2
1110,11,"D1110",1
1112,10,"D1112",2
1112,11,"C139 : Q8",2
1112,12,"C2 x C2 x D278",4
1114,1,"D1114",1
1116,8,"D62 x D18",1
1116,14,"D1116",2
1116,34,"((C3 x C3) : C2) x D62",1
1116,36,"S3 x D186",1
1116,45,"C2 x ((C3 x C3) : D62)",2
1118,3,"D1118",1
1120,159,"D1120",2
1120,160,"C5 : (C7 : Q32)",2
1120,302,"D80 x D14",2
1120,307,"D10 x D112",2
1120,313,"(C5 : Q16) x D14",2
1120,316,"D10 x (C7 : Q16)",2
1120,805,"C5 : (C7 : (C4 : Q8))",4
1120,810,"C5 : (C7 : ((C4 x C4) : C2))",4
1120,839,"C2 x D560",4
1120,841,"C2 x (C5 : (C7 : Q16))",4
1120,846,"D16 x D70",2
1120,853,"Q16 x D70",2
1120,974,"C2 x ((C5 : Q8) x D14)",4
1120,978,"C5 : (C7 : ((C2 x Q8) : C2))",2
1120,979,"C2 x (D10 x (C7 : Q8))",4
1120,988,"C2 x D40 x D14",4
1120,989,"C2 x D10 x D56",4
1120,996,"C5 : (C7 : ((C2 x C2 x C2) : (C2 x C2)))",2
