Order, SmallGroup_ID, StructureDescription, CenterSize
1664,19260,"C2 x (C13 : ((C2 x D16) : C2))",4
1664,19263,"C2 x (C13 : ((C2 x D16) : C2))",4
1664,19272,"((C2 x Q16) : C2) x D26",2
1664,19274,"C2 x (C13 : ((C2 x Q16) : C2))",4
1664,19277,"C2 x (C13 : ((C2 x Q16) : C2))",4
1664,19301,"C2 x C2 x C2 x D8 x D26",16
1664,19303,"C2 x C2 x C2 x C2 x D104",32
1664,19304,"C2 x C2 x C2 x Q8 x D26",16
1664,19305,"C2 x C2 x C2 x C2 x (C13 : Q8)",32
1664,19310,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x D26)",4
1664,19312,"C2 x C2 x (C13 : ((C2 x C2 x C2) : (C2 x C2)))",8
1664,19313,"C2 x (((C2 x Q8) : C2) x D26)",4
1664,19314,"C2 x C2 x (C13 : ((C2 x Q8) : C2))",8
1664,19321,"C13 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
1664,19323,"C13 : ((C2 x ((C2 x Q8) : C2)) : C2)",2
1664,19324,"C2 x C2 x C2 x C2 x C2 x C2 x D26",64
1666,3,"D1666",1
1666,9,"(C7 x C7) : D34",1
1668,8,"S3 x D278",1
1668,14,"D1668",2
1670,3,"D1670",1
1672,22,"C11 : (C19 : Q8)",2
1672,24,"D1672",2
1672,30,"C2 x D22 x D38",2
1672,33,"C2 x C2 x D418",4
1674,5,"D1674",1
1674,42,"(C9 x C3) : D62",1
1674,59,"(C3 x C3 x C3) : D62",1
1676,3,"D1676",2
1678,1,"D1678",1
1680,376,"D1680",2
1680,377,"C3 : (C5 : (C7 : Q16))",2
1680,705,"(C3 : (C5 : Q8)) x D14",2
1680,708,"D30 x (C7 : Q8)",2
1680,716,"D120 x D14",2
1680,717,"D30 x D56",2
1680,759,"(C5 : Q8) x D42",2
1680,762,"D10 x (C3 : (C7 : Q8))",2
1680,770,"D40 x D42",2
1680,771,"D10 x D168",2
1680,786,"(C3 : Q8) x D70",2
1680,789,"S3 x (C5 : (C7 : Q8))",2
1680,797,"D24 x D70",2
1680,798,"S3 x D280",2
1680,910,"C2 x (C3 : (C5 : (C7 : Q8)))",4
1680,912,"C2 x D840",4
1680,914,"D8 x D210",2
1680,916,"Q8 x D210",2
1680,955,"D70 x S4",1
1680,966,"C2 x S3 x D10 x D14",2
1680,988,"C2 x C2 x D30 x D14",4
1680,990,"C2 x C2 x D10 x D42",4
1680,991,"C2 x C2 x S3 x D70",4
1680,1004,"C2 x C2 x C2 x D210",8
1682,1,"D1682",1
1682,4,"(C29 x C29) : C2",1
1684,4,"D1684",2
1686,3,"D1686",1
1688,10,"D1688",2
1688,11,"C211 : Q8",2
1688,12,"C2 x C2 x D422",4
1690,3,"D1690",1
1690,9,"C5 : ((C13 x C13) : C2)",1
1692,5,"D94 x D18",1
1692,9,"D1692",2
1692,20,"((C3 x C3) : C2) x D94",1
1692,22,"S3 x D282",1
1692,29,"C2 x ((C3 x C3) : D94)",2
1694,3,"D1694",1
1694,9,"C7 : ((C11 x C11) : C2)",1
1696,88,"D1696",2
1696,93,"C53 : Q32",2
1696,143,"C53 : ((C4 x C4) : C2)",4
1696,146,"C53 : (C4 : Q8)",4
1696,155,"D16 x D106",2
1696,157,"C2 x D848",4
1696,162,"Q16 x D106",2
1696,164,"C2 x (C53 : Q16)",4
1696,182,"C2 x D8 x D106",4
1696,184,"C2 x C2 x D424",8
1696,185,"C2 x Q8 x D106",4
1696,186,"C2 x C2 x (C53 : Q8)",8
1696,192,"C53 : ((C2 x C2 x C2) : (C2 x C2))",2
1696,193,"C53 : ((C2 x Q8) : C2)",2
1696,195,"C2 x C2 x C2 x C2 x D106",16
1698,5,"D1698",1
1700,11,"D34 x D50",1
1700,14,"D1700",2
1700,41,"((C5 x C5) : C2) x D34",1
1700,43,"D10 x D170",1
1700,49,"C2 x ((C5 x C5) : D34)",2
1702,3,"D1702",1
1704,23,"C3 : (C71 : Q8)",2
1704,25,"D1704",2
1704,34,"C2 x S3 x D142",2
1704,38,"C2 x C2 x D426",4
1706,1,"D1706",1
1708,7,"D14 x D122",1
1708,10,"D1708",2
1710,11,"D1710",1
1710,35,"(C3 x C3) : D190",1
1712,26,"D1712",2
1712,31,"C107 : Q16",2
1712,34,"D8 x D214",2
1712,36,"C2 x D856",4
1712,37,"Q8 x D214",2
1712,38,"C2 x (C107 : Q8)",4
1712,42,"C2 x C2 x C2 x D214",8
1714,1,"D1714",1
1716,25,"D66 x D26",1
1716,27,"D22 x D78",1
1716,28,"S3 x D286",1
1716,39,"D1716",2
1718,1,"D1718",1
1720,24,"C5 : (C43 : Q8)",2
1720,26,"D1720",2
1720,35,"C2 x D10 x D86",2
1720,38,"C2 x C2 x D430",4
1722,11,"D1722",1
1724,3,"D1724",2
1726,1,"D1726",1
1728,8,"D1728",2
1728,9,"C27 : Q64",2
1728,250,"C27 : (C8 : Q8)",4
1728,253,"C27 : (C4 : Q16)",4
1728,265,"C27 : ((C2 x D16) : C2)",4
1728,467,"C2 x (C27 : Q32)",4
1728,472,"C2 x D864",4
1728,478,"D32 x D54",2
1728,485,"Q32 x D54",2
1728,1786,"(C9 x C3) : D64",2
1728,1787,"(C9 x C3) : Q64",2
1728,2269,"C2 x (C27 : (C4 : Q8))",8
1728,2276,"C2 x (C27 : ((C4 x C4) : C2))",8
1728,2337,"D8 x (C27 : Q8)",4
1728,2353,"D8 x D216",4
1728,2367,"Q8 x (C27 : Q8)",4
1728,2376,"Q8 x D216",4
1728,2390,"((C2 x C2 x C2 x C2) : C2) x D54",4
1728,2516,"((C4 x C4) : C2) x D54",4
1728,2525,"(C4 : Q8) x D54",4
1728,2537,"C2 x C2 x (C27 : Q16)",8
1728,2542,"C2 x C2 x D432",8
1728,2553,"C27 : ((C8 : (C2 x C2)) : C2)",2
1728,2554,"C27 : (((C8 x C2) : C2) : C2)",2
1728,2555,"C2 x D16 x D54",4
1728,2564,"C2 x Q16 x D54",4
1728,2570,"C27 : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
1728,2572,"C27 : (((C2 x Q8) : C2) : C2)",2
1728,3030,"S3 x D288",2
1728,3036,"S3 x (C9 : Q32)",2
1728,3040,"D96 x D18",2
1728,3051,"(C3 : Q32) x D18",2
1728,9807,"(C9 x C3) : (C8 : Q8)",4
1728,9810,"(C9 x C3) : (C4 : Q16)",4
1728,9822,"(C9 x C3) : ((C2 x D16) : C2)",4
1728,10249,"C2 x ((C9 x C3) : D32)",4
1728,10251,"C2 x ((C9 x C3) : Q32)",4
1728,10267,"D32 x ((C9 x C3) : C2)",2
1728,10281,"Q32 x ((C9 x C3) : C2)",2
1728,11396,"C2 x C2 x C2 x (C27 : Q8)",16
1728,11398,"C2 x C2 x C2 x D216",16
1728,11400,"C2 x C2 x D8 x D54",8
1728,11403,"C2 x C2 x Q8 x D54",8
1728,11407,"C2 x (C27 : ((C2 x C2 x C2) : (C2 x C2)))",4
1728,11408,"C2 x (C27 : ((C2 x Q8) : C2))",4
1728,11410,"((C2 x C2 x C2) : (C2 x C2)) x D54",2
1728,11412,"((C2 x Q8) : C2) x D54",2
1728,12058,"(C3 x C3 x C3) : D64",2
1728,12059,"(C3 x C3 x C3) : Q64",2
1728,13536,"(C3 : Q8) x (C9 : Q8)",4
1728,13545,"(C3 : (C4 : Q8)) x D18",4
1728,13550,"(C3 : Q8) x D72",4
1728,13656,"S3 x (C9 : (C4 : Q8))",4
1728,13661,"D24 x (C9 : Q8)",4
1728,13769,"(C3 : ((C4 x C4) : C2)) x D18",4
1728,13770,"S3 x (C9 : ((C4 x C4) : C2))",4
1728,13777,"D24 x D72",4
1728,15797,"C2 x (S3 x (C9 : Q16))",4
1728,15801,"(C9 x C3) : ((C2 x Q16) : C2)",2
1728,15813,"C2 x S3 x D144",4
1728,15821,"(C9 x C3) : ((C2 x D16) : C2)",2
1728,15830,"C2 x D48 x D18",4
1728,15838,"(C9 x C3) : ((C2 x D16) : C2)",2
1728,15854,"C2 x ((C3 : Q16) x D18)",4
1728,15858,"(C9 x C3) : ((C2 x Q16) : C2)",2
1728,15957,"D16 x S3 x D18",2
1728,16043,"Q16 x S3 x D18",2
1728,19831,"C2 x ((C9 x C3) : (C4 : Q8))",8
1728,19838,"C2 x ((C9 x C3) : ((C4 x C4) : C2))",8
1728,19968,"D8 x ((C9 x C3) : Q8)",4
1728,19984,"D8 x ((C9 x C3) : D8)",4
1728,20028,"Q8 x ((C9 x C3) : Q8)",4
1728,20037,"Q8 x ((C9 x C3) : D8)",4
1728,20071,"((C2 x C2 x C2 x C2) : C2) x ((C9 x C3) : C2)",4
1728,20324,"((C4 x C4) : C2) x ((C9 x C3) : C2)",4
1728,20341,"(C4 : Q8) x ((C9 x C3) : C2)",4
1728,20368,"C2 x C2 x ((C9 x C3) : Q16)",8
1728,20373,"C2 x C2 x ((C9 x C3) : D16)",8
1728,20397,"(C9 x C3) : ((C8 : (C2 x C2)) : C2)",2
1728,20398,"(C9 x C3) : (((C8 x C2) : C2) : C2)",2
1728,20404,"C2 x (D16 x ((C9 x C3) : C2))",4
1728,20422,"C2 x (Q16 x ((C9 x C3) : C2))",4
1728,20432,"(C9 x C3) : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
1728,20434,"(C9 x C3) : (((C2 x Q8) : C2) : C2)",2
1728,20787,"C2 x C2 x C2 x C2 x C2 x D54",32
1728,24815,"((C3 x C3) : C2) x D96",2
1728,24820,"((C3 x C3) : D32) x S3",2
1728,24826,"((C3 x C3) : C2) x (C3 : Q32)",2
1728,24829,"((C3 x C3) : Q32) x S3",2
1728,29385,"(C3 x C3 x C3) : (C8 : Q8)",4
1728,29398,"(C3 x C3 x C3) : ((C2 x D16) : C2)",4
1728,29402,"(C3 x C3 x C3) : (C4 : Q16)",4
1728,29606,"C2 x ((C3 x C3 x C3) : D32)",4
1728,29608,"C2 x ((C3 x C3 x C3) : Q32)",4
1728,29613,"D32 x ((C3 x C3 x C3) : C2)",2
1728,29620,"Q32 x ((C3 x C3 x C3) : C2)",2
1728,30165,"(C9 : Q8) x S4",2
1728,30174,"D72 x S4",2
1728,30190,"D18 x ((C2 . S4 = SL(2;3) . C2) : C2)",2
1728,30201,"D18 x ((((C4 x C2) : C2) : C3) : C2)",2
1728,30393,"((C3 x C3) : C3) : (((C8 x C2) : C2) : C2)",2
1728,30394,"D8 x (((C3 x C3) : C3) : D8)",2
1728,30399,"((C3 x C3) : C3) : ((C2 x D16) : C2)",2
1728,30400,"Q8 x (((C3 x C3) : C3) : D8)",2
1728,30409,"C2 x C2 x (((C3 x C3) : C3) : Q16)",8
1728,30749,"C2 x C2 x ((C3 : Q8) x D18)",8
1728,30753,"C2 x ((C9 x C3) : ((C2 x Q8) : C2))",4
1728,30756,"C2 x C2 x (S3 x (C9 : Q8))",8
1728,30763,"C2 x C2 x D24 x D18",8
1728,30764,"C2 x C2 x S3 x D72",8
1728,30771,"C2 x ((C9 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",4
1728,30790,"C2 x D8 x S3 x D18",4
1728,30816,"C2 x Q8 x S3 x D18",4
1728,30838,"(C3 : ((C2 x C2 x C2) : (C2 x C2))) x D18",2
1728,30839,"S3 x (C9 : ((C2 x C2 x C2) : (C2 x C2)))",2
1728,30841,"(C3 : ((C2 x Q8) : C2)) x D18",2
1728,30842,"S3 x (C9 : ((C2 x Q8) : C2))",2
1728,31034,"C2 x C2 x C2 x ((C9 x C3) : Q8)",16
1728,31036,"C2 x C2 x C2 x ((C9 x C3) : D8)",16
1728,31042,"C2 x C2 x (D8 x ((C9 x C3) : C2))",8
1728,31048,"C2 x C2 x (Q8 x ((C9 x C3) : C2))",8
1728,31055,"C2 x ((C9 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",4
1728,31056,"C2 x ((C9 x C3) : ((C2 x Q8) : C2))",4
1728,31062,"((C2 x C2 x C2) : (C2 x C2)) x ((C9 x C3) : C2)",2
1728,31066,"((C2 x Q8) : C2) x ((C9 x C3) : C2)",2
1728,33799,"S3 x S3 x D48",2
1728,33814,"S3 x S3 x (C3 : Q16)",2
1728,41229,"((C3 x C3) : C2) x (C3 : (C4 : Q8))",4
1728,41234,"((C3 x C3) : Q8) x D24",4
1728,41240,"((C12 x C3) : C2) x (C3 : Q8)",4
1728,41247,"((C3 x C3) : (C4 : Q8)) x S3",4
1728,41449,"((C3 x C3) : Q8) x (C3 : Q8)",4
1728,41461,"((C3 x C3) : C2) x (C3 : ((C4 x C4) : C2))",4
1728,41465,"((C12 x C3) : C2) x D24",4
1728,41471,"((C3 x C3) : ((C4 x C4) : C2)) x S3",4
1728,42685,"C2 x (((C3 x C3) : C2) x D48)",4
1728,42693,"(C3 x C3 x C3) : ((C2 x D16) : C2)",2
1728,42696,"C2 x (((C3 x C3) : D16) x S3)",4
1728,42703,"(C3 x C3 x C3) : ((C8 : (C2 x C2)) : C2)",2
1728,42714,"C2 x (((C3 x C3) : C2) x (C3 : Q16))",4
1728,42718,"(C3 x C3 x C3) : ((C2 x Q16) : C2)",2
1728,42719,"C2 x (((C3 x C3) : Q16) x S3)",4
1728,42733,"(C3 x C3 x C3) : (((C2 x Q8) : C2) : C2)",2
1728,42774,"D16 x ((C3 x C3) : C2) x S3",2
1728,42826,"Q16 x ((C3 x C3) : C2) x S3",2
1728,45656,"C2 x ((C3 x C3 x C3) : (C4 : Q8))",8
1728,45663,"C2 x ((C3 x C3 x C3) : ((C4 x C4) : C2))",8
1728,45724,"D8 x ((C3 x C3 x C3) : Q8)",4
1728,45740,"D8 x ((C3 x C3 x C3) : D8)",4
1728,45754,"Q8 x ((C3 x C3 x C3) : Q8)",4
1728,45763,"Q8 x ((C3 x C3 x C3) : D8)",4
1728,45777,"((C2 x C2 x C2 x C2) : C2) x ((C3 x C3 x C3) : C2)",4
1728,45903,"((C4 x C4) : C2) x ((C3 x C3 x C3) : C2)",4
1728,45912,"(C4 : Q8) x ((C3 x C3 x C3) : C2)",4
1728,45928,"C2 x C2 x ((C3 x C3 x C3) : D16)",8
1728,45930,"C2 x C2 x ((C3 x C3 x C3) : Q16)",8
1728,45940,"(C3 x C3 x C3) : ((C8 : (C2 x C2)) : C2)",2
1728,45941,"(C3 x C3 x C3) : (((C8 x C2) : C2) : C2)",2
1728,45942,"C2 x (D16 x ((C3 x C3 x C3) : C2))",4
1728,45951,"C2 x (Q16 x ((C3 x C3 x C3) : C2))",4
1728,45957,"(C3 x C3 x C3) : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
1728,45959,"(C3 x C3 x C3) : (((C2 x Q8) : C2) : C2)",2
1728,46114,"C2 x C2 x D18 x S4",4
1728,46139,"C2 x C2 x C2 x (((C3 x C3) : C3) : D8)",8
1728,46164,"C2 x C2 x C2 x C2 x S3 x D18",16
1728,46185,"C2 x C2 x C2 x C2 x C2 x ((C9 x C3) : C2)",32
1728,46516,"(C3 : Q8) x ((S3 x S3) : C2)",2
1728,46551,"(C3 x C3 x C3) : (((C8 x C2) : C2) : C2)",2
1728,46564,"(C3 x C3 x C3) : (((C8 x C2) : C2) : C2)",2
1728,46587,"D24 x ((S3 x S3) : C2)",2
1728,46640,"C2 x (S3 x ((C3 x C3) : Q16))",4
1728,46796,"((C3 x C3) : Q8) x S4",2
1728,46808,"((C12 x C3) : C2) x S4",2
1728,46828,"((C3 x C3) : C2) x ((C2 . S4 = SL(2;3) . C2) : C2)",2
1728,46835,"((C3 x C3) : C2) x ((((C4 x C2) : C2) : C3) : C2)",2
1728,47269,"C2 x (S3 x S3 x (C3 : Q8))",4
1728,47275,"S3 x ((C3 x C3) : ((C2 x Q8) : C2))",2
1728,47319,"C2 x S3 x S3 x D24",4
1728,47327,"S3 x ((C3 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",2
1728,47341,"D8 x S3 x S3 x S3",2
1728,47364,"Q8 x S3 x S3 x S3",2
1728,47647,"C2 x C2 x (((C3 x C3) : C2) x (C3 : Q8))",8
1728,47651,"C2 x ((C3 x C3 x C3) : ((C2 x Q8) : C2))",4
1728,47652,"C2 x C2 x (((C3 x C3) : Q8) x S3)",8
1728,47661,"C2 x C2 x (((C3 x C3) : C2) x D24)",8
1728,47662,"C2 x C2 x (((C12 x C3) : C2) x S3)",8
1728,47669,"C2 x ((C3 x C3 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",4
1728,47672,"C2 x (D8 x ((C3 x C3) : C2) x S3)",4
1728,47688,"C2 x (Q8 x ((C3 x C3) : C2) x S3)",4
1728,47700,"((C3 x C3) : C2) x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",2
1728,47701,"((C3 x C3) : ((C2 x C2 x C2) : (C2 x C2))) x S3",2
1728,47703,"((C3 x C3) : C2) x (C3 : ((C2 x Q8) : C2))",2
1728,47704,"((C3 x C3) : ((C2 x Q8) : C2)) x S3",2
1728,47813,"C2 x C2 x C2 x ((C3 x C3 x C3) : Q8)",16
1728,47815,"C2 x C2 x C2 x ((C3 x C3 x C3) : D8)",16
1728,47817,"C2 x C2 x (D8 x ((C3 x C3 x C3) : C2))",8
1728,47820,"C2 x C2 x (Q8 x ((C3 x C3 x C3) : C2))",8
1728,47824,"C2 x ((C3 x C3 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",4
1728,47825,"C2 x ((C3 x C3 x C3) : ((C2 x Q8) : C2))",4
1728,47827,"((C2 x C2 x C2) : (C2 x C2)) x ((C3 x C3 x C3) : C2)",2
1728,47829,"((C2 x Q8) : C2) x ((C3 x C3 x C3) : C2)",2
1728,47847,"((S3 x S3) : C2) x S4",1
1728,47874,"C2 x S3 x S3 x S4",2
1728,47887,"C2 x C2 x (S3 x ((S3 x S3) : C2))",4
1728,47894,"C2 x C2 x (((C3 x C3) : C2) x S4)",4
1728,47915,"C2 x C2 x C2 x S3 x S3 x S3",8
1728,47929,"C2 x C2 x C2 x C2 x (((C3 x C3) : C2) x S3)",16
1728,47935,"C2 x C2 x C2 x C2 x C2 x ((C3 x C3 x C3) : C2)",32
1730,3,"D1730",1
1732,4,"D1732",2
1734,3,"D1734",1
1734,8,"C3 : ((C17 x C17) : C2)",1
1736,22,"C7 : (C31 : Q8)",2
1736,24,"D1736",2
1736,31,"C2 x D14 x D62",2
1736,34,"C2 x C2 x D434",4
1738,3,"D1738",1
1740,24,"D30 x D58",1
1740,26,"D10 x D174",1
1740,27,"S3 x D290",1
1740,36,"D1740",2
1742,3,"D1742",1
1744,26,"D1744",2
1744,31,"C109 : Q16",2
1744,34,"D8 x D218",2
1744,36,"C2 x D872",4
1744,37,"Q8 x D218",2
1744,38,"C2 x (C109 : Q8)",4
1744,42,"C2 x C2 x C2 x D218",8
1746,5,"D1746",1
1746,15,"(C3 x C3) : D194",1
1748,5,"D38 x D46",1
1748,8,"D1748",2
1750,3,"D1750",1
1750,18,"(C25 x C5) : D14",1
1750,29,"(C5 x C5 x C5) : D14",1
1752,37,"C3 : (C73 : Q8)",2
1752,39,"D1752",2
1752,57,"C2 x S3 x D146",2
1752,63,"C2 x C2 x D438",4
1754,1,"D1754",1
1756,3,"D1756",2
1758,3,"D1758",1
1760,221,"D1760",2
1760,222,"C5 : (C11 : Q32)",2
1760,474,"D80 x D22",2
1760,479,"D10 x D176",2
1760,485,"(C5 : Q16) x D22",2
1760,488,"D10 x (C11 : Q16)",2
1760,977,"C5 : (C11 : (C4 : Q8))",4
1760,982,"C5 : (C11 : ((C4 x C4) : C2))",4
1760,1011,"C2 x D880",4
1760,1013,"C2 x (C5 : (C11 : Q16))",4
1760,1018,"D16 x D110",2
1760,1025,"Q16 x D110",2
1760,1166,"C2 x ((C5 : Q8) x D22)",4
1760,1170,"C5 : (C11 : ((C2 x Q8) : C2))",2
1760,1171,"C2 x (D10 x (C11 : Q8))",4
1760,1180,"C2 x D40 x D22",4
1760,1181,"C2 x D10 x D88",4
1760,1188,"C5 : (C11 : ((C2 x C2 x C2) : (C2 x C2)))",2
1760,1190,"D8 x D10 x D22",2
1760,1200,"Q8 x D10 x D22",2
1760,1249,"C2 x C2 x (C5 : (C11 : Q8))",8
1760,1251,"C2 x C2 x D440",8
1760,1253,"C2 x D8 x D110",4
1760,1256,"C2 x Q8 x D110",4
1760,1260,"C5 : (C11 : ((C2 x C2 x C2) : (C2 x C2)))",2
1760,1261,"C5 : (C11 : ((C2 x Q8) : C2))",2
1760,1281,"C2 x C2 x C2 x D10 x D22",8
1760,1284,"C2 x C2 x C2 x C2 x D110",16
1762,1,"D1762",1
1764,8,"D18 x D98",1
1764,14,"D1764",2
1764,34,"((C3 x C3) : C2) x D98",1
1764,36,"S3 x D294",1
1764,45,"C2 x ((C3 x C3) : D98)",2
1764,82,"((C7 x C7) : C2) x D18",1
1764,83,"D14 x D126",1
1764,96,"C2 x (C9 : ((C7 x C7) : C2))",2
1764,203,"((C3 x C3) : C2) x ((C7 x C7) : C2)",1
1764,204,"((C3 x C3) : D14) x D14",1
1764,209,"S3 x (C3 : ((C7 x C7) : C2))",1
1764,211,"D42 x D42",1
1764,227,"C2 x ((C3 x C3) : ((C7 x C7) : C2))",2
1766,1,"D1766",1
1768,28,"C13 : (C17 : Q8)",2
1768,30,"D1768",2
1768,49,"C2 x D26 x D34",2
1768,52,"C2 x C2 x D442",4
1770,7,"D1770",1
1772,3,"D1772",2
1774,1,"D1774",1
1776,96,"D1776",2
1776,97,"C3 : (C37 : Q16)",2
1776,167,"(C3 : Q8) x D74",2
1776,170,"S3 x (C37 : Q8)",2
1776,178,"D24 x D74",2
1776,179,"S3 x D296",2
1776,224,"C2 x (C3 : (C37 : Q8))",4
1776,226,"C2 x D888",4
1776,228,"D8 x D222",2
1776,230,"Q8 x D222",2
1776,242,"D74 x S4",1
1776,251,"C2 x C2 x S3 x D74",4
1776,259,"C2 x C2 x C2 x D222",8
1778,5,"D1778",1
1780,11,"D10 x D178",1
1780,14,"D1780",2
1782,3,"D1782",1
1782,47,"(C9 x C9) : D22",1
1782,49,"(C27 x C3) : D22",1
1782,95,"(C9 x C3 x C3) : D22",1
1782,109,"(C3 x C3 x C3 x C3) : D22",1
1784,10,"D1784",2
1784,11,"C223 : Q8",2
1784,12,"C2 x C2 x D446",4
1786,3,"D1786",1
1788,7,"S3 x D298",1
1788,11,"D1788",2
1790,3,"D1790",1
1792,57481,"D1792",2
1792,57486,"C7 : Q256",2
1792,84280,"C7 : (((((C4 x C4) : C2) : C2) : C2) : C2)",4
1792,84283,"C7 : (C8 : Q32)",4
1792,84305,"C7 : (C16 : Q16)",4
1792,90563,"C7 : (((C2 x D32) : C2) : C2)",4
1792,90566,"C7 : (C4 : Q64)",4
1792,90588,"C7 : (C32 : Q8)",4
1792,90609,"D128 x D14",2
1792,90611,"C2 x D896",4
1792,90616,"Q128 x D14",2
1792,90618,"C2 x (C7 : Q128)",4
1792,157257,"((((C4 x C4) : C2) : C2) : C2) x D14",4
1792,157259,"C2 x (C7 : ((((C4 x C4) : C2) : C2) : C2))",8
1792,157260,"(C8 : Q16) x D14",4
1792,157263,"C2 x (C7 : (C8 : Q16))",8
1792,161916,"D16 x D112",4
1792,161990,"Q16 x D112",4
1792,161991,"D16 x (C7 : Q16)",4
1792,162412,"Q16 x (C7 : Q16)",4
1792,322087,"C7 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",8
1792,322090,"C7 : ((C4 x C4) : Q16)",8
1792,322144,"C7 : ((C8 x C4) : Q8)",8
1792,323566,"((((C2 x C2 x C2) : (C2 x C2)) : C2) : C2) x D14",2
1792,323740,"((Q8 x Q8) : C2) x D14",2
1792,324950,"(((C2 x D16) : C2) : C2) x D14",4
1792,324953,"C2 x (C7 : (((C2 x D16) : C2) : C2))",8
1792,324954,"(C4 : Q32) x D14",4
1792,324957,"C2 x (C7 : (C4 : Q32))",8
1792,325042,"(C16 : Q8) x D14",4
1792,325045,"C2 x (C7 : (C16 : Q8))",8
1792,326222,"D32 x D56",4
1792,326223,"D8 x D224",4
1792,326297,"Q32 x D56",4
1792,326298,"D8 x (C7 : Q32)",4
1792,326363,"C7 : ((((C2 x D16) : C2) : C2) : C2)",2
1792,326364,"C7 : ((((C2 x D16) : C2) : C2) : C2)",2
1792,326382,"C7 : ((((C2 x Q16) : C2) : C2) : C2)",2
1792,326383,"C7 : ((((C2 x Q16) : C2) : C2) : C2)",2
1792,327431,"D32 x (C7 : Q8)",4
1792,327432,"Q8 x D224",4
1792,327462,"Q32 x (C7 : Q8)",4
1792,327463,"Q8 x (C7 : Q32)",4
1792,327682,"C2 x D64 x D14",4
1792,327684,"C2 x C2 x D448",8
1792,327689,"C2 x Q64 x D14",4
1792,327691,"C2 x C2 x (C7 : Q64)",8
1792,327716,"C7 : ((C2 x D64) : C2)",2
1792,327719,"C7 : ((C2 x D64) : C2)",2
1792,327728,"C7 : ((C2 x Q64) : C2)",2
1792,327731,"C7 : ((C2 x Q64) : C2)",2
1792,364861,"((C2 x C2 x C2 x C2) : C2) x D56",8
1792,365387,"((C4 x C4) : C2) x D56",8
1792,365388,"D8 x (C7 : ((C4 x C4) : C2))",8
1792,365398,"(C4 : Q8) x D56",8
1792,365399,"D8 x (C7 : (C4 : Q8))",8
1792,374427,"((C2 x C2 x C2 x C2) : C2) x (C7 : Q8)",8
1792,374672,"((C4 x C4) : C2) x (C7 : Q8)",8
1792,374673,"Q8 x (C7 : ((C4 x C4) : C2))",8
1792,374678,"(C4 : Q8) x (C7 : Q8)",8
1792,374680,"Q8 x (C7 : (C4 : Q8))",8
1792,375391,"((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x D14",8
1792,375660,"((C2 x ((C4 x C4) : C2)) : C2) x D14",8
1792,375662,"C2 x (C7 : ((C2 x ((C4 x C4) : C2)) : C2))",16
1792,375663,"((C4 x C4) : Q8) x D14",8
1792,375666,"C2 x (C7 : ((C4 x C4) : Q8))",16
1792,1035966,"((C2 x C2 x D16) : C2) x D14",4
1792,1035996,"((C2 x C2 x Q16) : C2) x D14",4
1792,1036167,"C2 x ((((C4 x C4) : C2) : C2) x D14)",4
1792,1036185,"C2 x (((C4 : Q8) : C2) x D14)",4
1792,1036244,"C7 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",2
1792,1036271,"C7 : ((C2 x ((C4 : Q8) : C2)) : C2)",2
1792,1036279,"C2 x ((((C2 x C2 x C2 x C2) : C2) : C2) x D14)",4
1792,1036317,"C7 : ((C2 x (((C2 x C2 x C2 x C2) : C2) : C2)) : C2)",2
1792,1036323,"C7 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2)",2
1792,1038968,"C2 x ((((C4 x C4) : C2) : C2) x D14)",8
1792,1038971,"C2 x C2 x (C7 : (((C4 x C4) : C2) : C2))",16
1792,1038972,"C2 x ((C4 : Q16) x D14)",8
1792,1038975,"C2 x C2 x (C7 : (C4 : Q16))",16
1792,1039108,"C7 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",4
1792,1039113,"C7 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",4
1792,1039115,"C7 : ((C2 x (C4 : Q16)) : C2)",4
1792,1039120,"C7 : ((C2 x (C4 : Q16)) : C2)",4
1792,1039163,"C2 x ((C8 : Q8) x D14)",8
1792,1039166,"C2 x C2 x (C7 : (C8 : Q8))",16
1792,1039259,"C7 : ((C2 x (C8 : Q8)) : C2)",4
1792,1039264,"C7 : ((C2 x (C8 : Q8)) : C2)",4
1792,1044755,"D8 x D16 x D14",4
1792,1044762,"C2 x D16 x D56",8
1792,1044763,"C2 x D8 x D112",8
1792,1044837,"D8 x Q16 x D14",4
1792,1044844,"C2 x Q16 x D56",8
1792,1044845,"C2 x (D8 x (C7 : Q16))",8
